,title,rating,gross,votes,stars
3798,Spider-Man: Homecoming,PG-13,334201140,484717,7.4
3799,Jumanji: Welcome to the Jungle,PG-13,404515480,301213,6.9
3800,My Friend Dahmer,R,1355664,14774,6.2
3801,Alien: Covenant,R,74262031,244278,6.4
3802,Rememory,PG-13,,14358,6.2
3803,Snatched,R,45825314,32045,4.5
3804,The Mummy,PG-13,80101125,166600,5.4
3805,Busted,R,,12,4
3806,Muffin Top: A Love Story,R,,643,4.7
3807,The Glass Castle,PG-13,17273059,27324,7.1
3808,Coco,PG,209726015,339276,8.4
3809,Mudbound,R,,39076,7.4
3810,Smurfs: The Lost Village,PG,45020282,17377,6
3811,Atomic Blonde,R,51687870,167052,6.7
3812,Goon: Last of the Enforcers,R,,11475,5.8
3813,Justice League Dark,R,,19678,7.1
3814,Star Wars: Episode VIII - The Last Jedi,PG-13,620181382,539338,7
3815,Keep Watching,R,,3858,4.3
3816,Wonder,PG,132422809,129671,8
3817,Going in Style,PG-13,45003463,73120,6.6
3818,Sweet Virginia,R,10456,7774,6.2
3819,Flower,R,327628,6424,6
3820,Racer and the Jailbird,R,46337,3778,6.3
3821,The Outcasts,PG-13,,3464,5.5
3822,Broken Chains,R,,13,6.8
3823,Leatherface,R,,18380,5
3824,The Hunter's Prayer,R,,7487,5.5
3825,Churchill,PG,1281258,11698,6.2
3826,The Blessed Ones,PG-13,,62,4.1
3827,Submission,R,39985,1046,5.6
3828,Ballerina I'm Not,PG-13,,5,7.8
3829,T2 Trainspotting,R,2402004,107403,7.2
3830,Beauty and the Beast,PG,504014165,259569,7.1
3831,Thank You for Your Service,R,9467000,11394,6.5
3832,Battle for Skyark,PG-13,,1796,2.7
3833,Razor,PG-13,,13,5.6
3834,The Shack,PG-13,57386418,28903,6.3
3835,Checkmate,R,,,
3836,Call Me King,R,,345,5.4
3837,47 Meters Down,PG-13,44307191,45922,5.6
3838,Ultimate Goal,PG,,,
3839,Extortion,R,,6463,6.2
3840,Killing Hasselhoff,R,,2003,4.4
3841,Beta,PG-13,,59,6.1
3842,Death House,R,23833,1256,3
3843,Maddman: The Steve Madden Story,R,,206,6.5
3844,Hangman,R,,13104,5.2
3845,The Lego Ninjago Movie,PG,59281555,21327,6
3846,Day of the Dead: Bloodline,R,,8184,3.4
3847,Off Season,R,11005,43,5
3848,Holden On,R,,121,7
3849,Indiana,R,,33,6.1
3850,The Bookshop,PG,1328001,10986,6.5
3851,Mr. Rudolpho's Jubilee,G,,204,8.4
3852,Elijah's Ashes,PG-13,,125,5.4
3853,Bitter Harvest,R,557004,3355,6
3854,Fireangels: A Drifter's Fury,R,,40,3
3855,The Dinner,R,1322839,7219,4.5
3856,I Do... Until I Don't,R,279263,1346,4.5
3857,Loving Vincent,PG-13,6735118,46729,7.8
3858,November Criminals,PG-13,,7597,5.3
3859,Crown Heights,R,238558,1760,6.4
3860,Cult of Chucky,R,,19400,5.2
3861,You Can't Have It,R,,296,4
3862,The Man with the Iron Heart,R,,12895,6.4
3863,The Crash,R,,1209,4.2
3864,Logan,R,226277068,616054,8.1
3865,River,R,,68,5.7
3866,XX,R,30611,10717,4.5
3867,Berlin Syndrome,R,28660,20777,6.3
3868,Jigsaw,R,38052832,64541,5.8
3869,Bad Kids of Crestview Academy,R,,2066,5.6
3870,Transformers: The Last Knight,PG-13,130168683,129975,5.2
3871,The Liberator,R,,62,3.6
3872,Fist Fight,R,32187017,38144,5.6
3873,Murder on the Orient Express,PG-13,102826543,198581,6.5
3874,Ferdinand,PG,84410380,45339,6.7
3875,Hot Summer Nights,R,,11262,6.4
3876,Horse Camp,PG,,101,5
3877,Deadly Sanctuary,PG-13,,118,3.7
3878,War for the Planet of the Apes,PG-13,146880162,218227,7.4
3879,Damascus Cover,R,,2016,5.1
3880,Unforgettable,R,11274490,12974,5.1
3881,Wiener Dog Internationals,G,,131,4.5
3882,The Cured,R,20261,6951,5.5
3883,Despicable Me 3,PG,264624300,106148,6.3
3884,Inconceivable,R,,7682,5.2
3885,A Thousand Junkies,R,,218,5.8
3886,The Nut Job 2: Nutty by Nature,PG,28370522,5514,5.4
3887,Security,R,,15059,5.7
3888,Thor: Ragnarok,PG-13,315058289,552045,7.9
3889,The Disaster Artist,R,21120616,128159,7.4
3890,Haunted,R,,506,3.9
3891,American Made,R,51342000,150149,7.2
3892,Aardvark,PG-13,,463,4.5
3893,Girls Trip,R,115171585,32590,6.2
3894,Stratton,R,,4273,4.8
3895,Jawbone,R,,2517,6.5
3896,Cross Wars,R,,496,2.3
3897,Cars 3,G,152901115,69295,6.7
3898,Where Birds Don't Fly,R,,113,4.3
3899,Body of Deceit,R,,319,4.2
3900,Pottersville,PG-13,,3389,5.4
3901,3 idiotas,PG-13,1239307,822,4.3
3902,Zoo,PG,,794,6.6
3903,Grey Lady,R,,822,4.4
3904,Stuck,PG-13,,294,5.6
3905,Daisy Winters,PG-13,178230,190,6.1
3906,Power Rangers,PG-13,85364450,98946,5.9
3907,Revolt,R,,7770,5.2
3908,Kong: Skull Island,PG-13,168052812,258083,6.6
3909,We Don't Belong Here,R,,1270,5.6
3910,The Yellow Birds,R,,2992,5.7
3911,The Leisure Seeker,R,3226443,6707,6.7
3912,Weightless,R,4461,181,5.7
3913,Bug,PG-13,,50,4.4
3914,The Wife,R,9601092,31858,7.2
3915,Jungle,R,,42250,6.7
3916,The Wogglebug's Adventure in New York,G,,,
3917,Blood Money,R,,1881,4.4
3918,Centralia: Pennsylvania's Lost Town,PG,,13,8.7
3919,Day of Days,PG,,53,4.4
3920,Journey's End,R,156164,6874,6.6
3921,Psychos,R,,251,2.8
3922,Little Bird's Big Adventure,PG,,1673,5.8
3923,Stephanie,R,,4707,5.8
3924,Only the Brave,PG-13,18340051,53271,7.6
3925,Slasher.com,R,,507,3.3
3926,The Slider,R,,57,7.5
3927,Tragedy Girls,R,61899,8001,6
3928,How To Talk To Girls at Parties,R,84809,8897,5.7
3929,The Boss Baby,PG,175003033,103194,6.3
3930,Stronger,R,4211129,38265,6.9
3931,You Have a Nice Flight,PG-13,,37,7.1
3932,Baby Driver,R,107825862,411402,7.6
3933,Undercover Grandpa,PG-13,,1660,5.2
3934,Tadeo Jones 2: El secreto del Rey Midas,PG,,2624,6.2
3935,Guardians of the Galaxy Vol. 2,PG-13,389813101,539833,7.6
3936,The Breadwinner,PG-13,312381,17911,7.7
3937,The 312,R,,51,7.7
3938,Mary Shelley,PG-13,97321,11479,6.4
3939,Gun Shy,R,,2497,4.1
3940,The Space Between Us,PG-13,7885294,45813,6.4
3941,Chapter & Verse,R,84147,177,6.2
3942,Sweet Sweet Summertime,PG,,23,7.2
3943,Turning the Hands of Time,PG,,10,8
3944,The Black Prince,PG-13,285000,860,6.6
3945,The Assault,R,,102,3.6
3946,The Bye Bye Man,PG-13,22377458,20357,4.2
3947,Get the Girl,R,,1082,5
3948,Shine,R,333124,187,4.7
3949,A Prayer Before Dawn,R,,18553,6.9
3950,Deep,PG,,1264,4.1
3951,American Renegades,PG-13,,8336,5.4
3952,The Lego Batman Movie,PG,175750384,126262,7.3
3953,Southern Tale,R,,17,5.6
3954,Disconnected,PG-13,,80,5.4
3955,Open Shadow: The Story of Teal Swan,PG,,26,9
3956,Open Water 3: Cage Dive,R,,3612,4.2
3957,My Little Pony: The Movie,PG,21885107,5691,6.1
3958,Long Strange Trip - The Untold Story of The Grateful Dead,R,,1245,8.2
3959,Cold Ground,R,,2150,6.2
3960,Breaking Legs,PG,,183,4.2
3961,E19 Virus,PG-13,,149,4.3
3962,Valley of Bones,R,168738,470,4.2
3963,The Crucifixion,R,,6611,5.1
3964,Asomatous,R,,28,2.9
3965,Darker Shades of Elise,R,,402,4.1
3966,Molly's Game,R,28780744,128481,7.4
3967,Highway to Havasu,R,,209,3.7
3968,The Wall,R,1803009,22598,6.2
3969,Grow House,R,1014563,314,4.6
3970,A Mermaid's Tale,G,,368,4.8
3971,The Circle,PG-13,20476391,79724,5.3
3972,I Believe,G,,167,5.3
3973,Because of Grácia,PG-13,90878,188,6.2
3974,The Lodgers,R,,7720,5.1
3975,The Ballad of Lefty Brown,R,7856,4948,6.3
3976,My Cousin Rachel,PG-13,2676077,16919,6
3977,"Rock, Paper, Scissors",R,,292,4.3
3978,John Wick: Chapter 2,R,92029184,343906,7.5
3979,Running Wild,PG,,1244,5.9
3980,Diary of a Lunatic,PG-13,,27,5.5
3981,55 Steps,PG-13,,1878,6.9
3982,The Gracefield Incident,PG-13,,2046,4.1
3983,Fifty Shades Darker,R,114376885,87835,4.6
3984,Paddington 2,PG,40442052,56253,7.8
3985,Gifted,PG-13,24801212,93085,7.6
3986,The House,R,25481529,38630,5.6
3987,Condorito: The Movie,PG,447719,738,5.2
3988,Final Portrait,R,461972,4632,6.3
3989,Khali the Killer,R,,237,3.6
3990,Provision,PG-13,,9,7
3991,Novitiate,R,580346,3597,6.6
3992,"Tim Timmerman, Hope of America",PG-13,97629,284,5.4
3993,Scales: A Mermaids Tale,PG,,515,4.5
3994,Finding Your Feet,PG-13,1418682,5007,6.7
3995,Darkest Hour,PG-13,56468410,160969,7.4
3996,Altitude,R,,2939,4
3997,Armed Response,R,,2081,3.7
3998,Crash Pad,R,,2626,5.7
3999,The Layover,R,,12190,4.7
4000,Sorceress,R,,99,4.6
4001,The Book of Henry,PG-13,4219536,22606,6.6
4002,Aftermath,R,,20598,5.6
4003,The Heart of Man,PG-13,,422,8.2
4004,The Star,PG,40852824,6069,6.2
4005,The Body Tree,R,,415,3.7
4006,Blood Money,R,,724,5.7
4007,Gone,PG-13,,5,7
4008,Operation Shadow,PG-13,,,
4009, Operation Shadow,PG-13,,,
4010,Battle of the Sexes,PG-13,12638526,47555,6.7
4011,The Fate of the Furious,PG-13,226008385,196104,6.7
4012,Mr. Chibbs,G,8239,70,7.1
4013,Shot Caller,R,,67057,7.3
4014,Kingsman: The Golden Circle,R,100234838,256562,6.7
4015,Please Stand By,PG-13,9868,9832,6.7
4016,Buena Vista Social Club: Adios,PG,118253,370,6.8
4017,Stealth Edge,R,,,
4018,All Nighter,R,,5761,5.7
4019,All Saints,PG,5802208,1453,6.1
4020,Woodshock,R,42603,1430,4.3
4021,Blue City,R,,35,5.6
4022,Loving Pablo,R,22017,16929,6.3
4023,Love Beats Rhymes,R,,795,5.3
4024,The Death of Stalin,R,8041828,78573,7.2
4025,Man in Red Bandana,PG-13,,83,8.1
4026,It Comes At Night,R,13985117,78601,6.2
4027,6 Days,R,,16800,6.2
4028,Cops and Robbers,R,,357,3.8
4029,Mutafukaz,R,229423,2914,6.7
4030,The Good Catholic,PG-13,,846,5.2
4031,Attraction,R,,9218,5.5
4032,The Scent of Rain & Lightning,R,,768,5
4033,Pitch Perfect 3,PG-13,104897530,52307,5.8
4034,Lady-Like,R,,2064,6
4035,How to Be a Latin Lover,PG-13,32088029,13332,5.9
4036,Rough Night,R,22062200,44382,5.2
4037,In Search of Fellini,R,12772,2012,6.4
4038,Kampout,R,,129,2.3
4039,ZBurbs,R,,22,5.3
4040,The Sense of an Ending,PG-13,1235432,5646,6.3
4041,Hush Money,R,,149,5.8
4042,Speech & Debate,PG-13,,1179,5.9
4043,Good Time,R,2026499,74306,7.4
4044,Shadow Fighter,PG-13,,1327,7.7
4045,The Emoji Movie,PG,86089513,53035,3.3
4046,The Lurking Man,PG-13,,373,7.2
4047,Megan Leavey,PG-13,13406304,20787,7.1
4048,The Mice War,G,,,
4049,9/11,R,,3024,4.1
4050,John Lewis: Get in the Way,PG,,22,7.6
4051,Lady Bird,R,48958273,218533,7.4
4052,The Valley,R,,54,7.1
4053,The Ottoman Lieutenant,R,,23611,6.6
4054,Pestkop,PG-13,,56,6.3
4055,All I Want,R,,141,5.1
4056,Cartels,R,,1351,3.8
4057,The Workout,R,,7,8
4058,Rebel in the Rye,PG-13,378294,7599,6.7
4059,The Square,R,1502347,51107,7.2
4060,American Folk,PG,,330,6.1
4061,"Everything, Everything",PG-13,34000284,30713,6.4
4062,Dunkirk,PG-13,188373161,517565,7.9
4063,The Last Word,R,1782667,7011,6.6
4064,"Three Billboards Outside Ebbing, Missouri",R,54513740,399459,8.2
4065,Die Häschenschule - Jagd nach dem goldenen Ei,G,,362,5.7
4066,American Gothic,R,,314,3.6
4067,Get Out,R,176040665,460221,7.7
4068,The Wilde Wedding,R,,1923,5.1
4069,Champion,PG,175232,169,5.9
4070,Blade of the Immortal,R,150532,13890,6.8
4071,Papillon,R,2335896,46667,7.2
4072,The Boy Downstairs,PG-13,12257,1233,5.7
4073,Breakable You,R,,318,5.5
4074,Mother!,R,17800004,180409,6.6
4075,Noctem,R,,232,4.2
4076,The Keeping Hours,PG-13,,2875,6.3
4077,True to the Game,R,,595,5.1
4078,Mire,PG-13,,11,5.8
4079,The Pirates of Somalia,R,,8354,6.7
4080,Annabelle: Creation,R,102092201,105637,6.5
4081,Justice,R,,875,4
4082,Hampstead,PG-13,143819,4312,6
4083,Escape Room,R,,8061,4.2
4084,Oro,R,2571,1363,5.6
4085,Gunwalkers,PG-13,,59,8
4086,Mark Felt: The Man Who Brought Down the White House,PG-13,768946,11074,6.4
4087,Abe & Phil's Last Poker Game,R,,204,5.6
4088,Sollers Point,R,32608,585,5.6
4089,Slumber,R,,3478,4.7
4090,Abracadabra,R,3470,2231,5.7
4091,68 Kill,R,,4438,6
4092,The Mason Brothers,R,,246,5.2
4093,Before the End,PG,,5,8.6
4094,Where Is Kyra?,R,59717,1380,5.5
4095,Robo-Dog: Airborne,G,,119,4.8
4096,Wonderstruck,PG,1033632,9035,6.2
4097,Pray for Rain,PG-13,,870,5.2
4098,Feed,PG-13,,2157,6.2
4099,A Happening of Monumental Proportions,R,,658,4.7
4100,Greenback$,R,,,
4101,Return to Montauk,PG-13,,983,5.9
4102,Go Mad and Mark,R,,16,3.6
4103,Chappaquiddick,PG-13,17395520,11094,6.5
4104,Journey to the West: The Demons Strike Back,PG-13,880346,2579,5.4
4105,Heartbeats,PG,,651,5.4
4106,6:66 PM,R,,428,5.4
4107,All the Money in the World,R,25106315,69244,6.8
4108,Cottontail,R,,24,4.6
4109,Swing State,R,,307,4.1
4110,Marshall,PG-13,10051659,16954,7.2
4111,Smeshariki. Legenda o Zolotom Drakone,PG,,201,5.1
4112,Happy End,R,301718,12073,6.7
4113,Happy Death Day,PG-13,55683845,107090,6.5
4114,From the Ashes,PG,,,
4115,Slamma Jamma,PG,1687000,1296,6
4116,Wish Upon,PG-13,14301505,17086,5
4117,Lean on Pete,R,1163056,10213,7.2
4118,The Stray,PG,1579440,967,5.4
4119,The Hatton Garden Job,R,,4176,5.8
4120,The Midnight Man,R,,250,3.5
4121,Wind River,R,33800859,189955,7.7
4122,Detroit,R,16790139,44951,7.3
4123,Walking Out,PG-13,100240,5394,5.8
4124,Woman Walks Ahead,R,57528,5008,6.6
4125,Logan Lucky,PG-13,27780977,120434,7
4126, All About Manos,PG-13,,,
4127,Life,R,30234022,198048,6.6
4128,24 Hours to Live,R,,11685,5.7
4129, All About Manos,PG-13,,,
4130,American Satan,R,226233,2968,5.6
4131,Olaf's Frozen Adventure,G,,10760,5.5
4132,The Clapper,R,,5822,5.1
4133,Mom and Dad,R,,18876,5.5
4134,The Big Sick,R,42872467,114761,7.5
4135,Kill Switch,R,,6681,4.8
4136,Saving Faith,G,,36,5.9
4137,Hostiles,R,29819114,64445,7.2
4138,Three Peaks,PG-13,16216,385,6
4139,Cycle,PG,,,
4140,Death Race 2050,R,,4292,3.7
4141,Wonders of the Sea,G,100780,160,6.5
4142,Unbridled,PG-13,,57,6.4
4143,Fathom Premieres 6 Below: Miracle on the Mountain,PG-13,,5898,5.7
4144,How to Become a Filmmaker with 10 Dollars,PG-13,,,
4145,Love 1.0 Even Without You,PG-13,,7,5
4146,Surf's Up 2: WaveMania,PG,,1562,4.6
4147,Everybody Loves Somebody,PG-13,1910685,3688,6.5
4148,Shock and Awe,R,77980,4788,6.2
4149,Moss,PG-13,,94,5.9
4150,Apple of My Eye,PG,,328,5.5
4151,"I, Tonya",R,30014539,168297,7.5
4152,The Shape of Water,R,63859435,350329,7.3
4153,Arsenal,R,,3866,4
4154,Motherhood,PG-13,,,
4155,The Beguiled,R,10576669,48893,6.3
4156,The Renewing,PG-13,,19,7.2
4157,Faces Places,PG,953717,9929,7.9
4158,Laws of Attraction: Be Careful What You Ask For,PG-13,,,
4159,Dragonheart: Battle for the Heartfire,PG-13,,1985,5.3
4160,The Lost Digit,PG-13,,13,7.8
4161,Silk Road,PG,,556,6
4162,Beast,R,800365,9298,6.8
4163,One-line,PG-13,,125,6
4164,Wraith,PG-13,,476,3.4
4165,A Fantastic Woman,R,2020988,20956,7.2
4166,Thoroughbreds,R,2830775,31187,6.7
4167,The Florida Project,R,5904366,85829,7.6
4168,The Hero,R,4077333,7627,6.5
4169,Eero Saarinen: The Architect Who Saw the Future,G,,59,7.3
4170,Daddy's Home 2,PG-13,104029443,57882,6
4171,Dead Trigger,R,,806,3.5
4172,"We Love You, Sally Carmichael!",PG,113324,344,6.1
4173,The Little Hours,R,1647175,18322,5.8
4174,Generational Sins,PG-13,,1581,7.4
4175,The Recall,R,22943,6581,4.3
4176,Ismael's Ghosts,R,102510,2076,5.6
4177,Godard Mon Amour,R,82264,4132,6.6
4178,Golden Exits,R,37801,1798,5.8
4179,Killing Gunther,R,,10291,4.7
4180,Trouble,R,,228,4.5
4181,Euphoria,R,,3086,5.8
4182,A Cowgirl's Story,PG,,450,5.4
4183,Three Christs,R,,653,5.9
4184,Film Stars Don't Die in Liverpool,R,1026124,8160,6.7
4185,Getting Grace,PG-13,217812,333,7.2
4186,Son of Bigfoot,PG,289308,4898,6.1
4187,The Killing of a Sacred Deer,R,2291901,110943,7
4188,Breathe,PG-13,490131,17402,7.1
4189,Where's the Money,R,,1638,5.1
4190,Home Again,PG-13,27020284,26077,5.8
4191,Just Getting Started,PG-13,6069605,5842,4.5
4192,Maui,PG-13,165254,49,7.8
4193,In the Fade,R,321011,26718,7.1
4194,Call Me by Your Name,R,18095701,191591,7.9
4195,Borg vs. McEnroe,R,14113354,25297,6.9
4196,Landline,R,940854,3930,6.4
4197,Stronger,PG-13,,29,7.2
4198,You Were Never Really Here,R,2523610,93410,6.8
4199, Arthur,G,,10,7.6
4200,Escape Room,R,,2555,4.3
4201,Small Town Crime,R,,9238,6.6
4202,Step,PG,1146292,818,6.8
4203,1040 Not So EZ,R,,40,9
4204,Kill'em All,R,,2018,4.3
4205,Straight/Curve: Redefining Body Image,PG-13,,68,6.3
4206,The Lovers,R,2194521,3198,6
4207,Resident Evil: Vendetta,R,,10159,6.3
4208,Phantom Thread,R,21023275,102885,7.5
4209,Henri,PG-13,,46,4.1
4210,The Marine 5: Battleground,R,,1365,5.1
4211,The Institute,R,,2511,4.1
4212,Dead Again in Tombstone,R,,796,4.3
4213,Gemini,R,200340,4252,5.4
4214,Let There Be Light,PG-13,7231896,2372,4.7
4215,Brigsby Bear,PG-13,532669,14832,7.3
4216,Bleeding Steel,R,,7699,5.2
4217,A Witches' Ball,PG,,250,5.1
4218,Mary Goes Round,PG-13,,401,6.8
4219,The Party,R,749827,15957,6.6
4220,Band Aid,R,237535,5027,6.6
4221,Victoria & Abdul,PG-13,22245070,29953,6.8
4222,One Percent More Humid,R,,477,5.5
4223,Wonder Wheel,PG-13,1403237,23315,6.2
4224,Fun Mom Dinner,R,,4449,5.2
4225,The Last Rampage,R,,1418,5.7
4226,The Last Movie Star,R,14410,3108,6.9
4227,Le dernier prince rouge,PG-13,,191,6.7
4228,Fall of Grace,R,,487,4
4229,Jupiter holdja,PG-13,,2682,6.1
4230,Max 2: White House Hero,PG,,1198,5.2
4231,Kings,R,274635,2733,5
4232,Bigger Fatter Liar,PG,,695,4
4233,Gnome Alone,PG,,2443,5.6
4234,The Big Bad Fox and Other Tales,G,35787,2067,7.4
4235,March of the Penguins 2: The Next Step,G,,575,6.6
4236,Chingisiin huuhduud,G,,855,8.2
4237,Todas las mujeres son iguales,R,,120,6.9
4238,Elizabeth Blue,PG-13,65420,109,5.4
4239,Bodied,R,113956,4575,7.1
4240,Brad's Status,R,2133158,15102,6.5
4241,First Kill,R,,9391,5
4242,The Super,R,,12232,5.9
4243,Marrowbone,R,1377,20692,6.6
4244,Do Donkeys Act?,G,,28,6.6
4245,Hongo,R,,151,6.2
4246,A Crooked Somebody,R,,716,6.2
4247,Abe,PG,,45,9.3
4248,Beatriz at Dinner,R,7115854,8649,6
4249,Permanent,PG-13,12847,1753,5.5
4250,Unhinged,R,,770,4.7
4251, The Z Virus,PG-13,,7,3.4
4252, The Z Virus,PG-13,,5,3
4253, The Z Virus,PG-13,,5,3.2
4254, The Z Virus,PG-13,,5,3
4255,Blitz's Real Hollywood Stories,R,,15,6.7
4256,Ingrid Goes West,R,3024308,33243,6.6
4257,Jessie,PG-13,,,
4258,The Miranda Murders: Lost Tapes of Leonard Lake and Charles Ng,R,,69,3.9
4259,The Dead,R,,,
4260,My Days of Mercy,R,,2369,6.4
4261,No Postage Necessary,PG-13,,823,6.5
4262,Deep Storage,PG,,,
4263,The Great Father,PG,,6874,7.3
4264,Before We Vanish,R,45190,1416,6
4265,"Roman J. Israel, Esq.",PG-13,11962712,29311,6.4
4266,Diary of a Wimpy Kid: The Long Haul,PG,20638993,6489,4.3
4267,S.W.A.T.: Under Siege,R,,2270,4.5
4268,The Strange Ones,R,,2159,5
4269,Last Flag Flying,R,965481,21282,6.9
4270,"Capoeira, um passo a dois",G,,6,8.2
4271,The Children Act,R,513381,9708,6.7
4272,Sinner City,PG-13,,12,7
4273,Do It Like An Hombre,R,2534252,1079,5.6
4274,Rett Vest,R,,84,6.3
4275, Andi Mack,G,,94,8.4
4276,First Reformed,R,3448256,43222,7.1
4277,A Question of Faith,PG,2587072,939,5.8
4278,Final Decision,PG-13,,5,6.6
4279,La Memoria de mi Padre,R,,28,7.2
4280, Andi Mack,G,,88,8.6
4281,The 6th Amendment,PG-13,,7,7.1
4282,Nothing to Do,PG-13,,44,7.2
4283,Bitch,R,,1671,5.1
4284,The Weed Whacker Massacre,R,,7,7.3
4285,Rise of the Footsoldier 3,R,,1262,5.7
4286, Andi Mack,G,,72,8.2
4287, Andi Mack,G,,64,8.4
4288, Andi Mack,G,,71,8.8
4289, Andi Mack,G,,67,8.4
4290, Andi Mack,G,,65,8.6
4291, Andi Mack,G,,59,8.7
4292, Andi Mack,G,,60,8.6
4293, Andi Mack,G,,57,8.7
4294, Andi Mack,G,,66,8.9
4295, Andi Mack,G,,68,9
4296,The Goblin,PG-13,,45,4.7
4297,Still/Born,R,,3240,5.4
4298,The Hatred,R,,1977,3.6
4299,Do It or Die!,PG-13,,,
4300,Eyes of Exodus,PG,,6,7.3
4301,High & Tight,PG-13,,,
4302,Different Flowers,PG-13,,464,5.2
4303,Disobedience,R,3480702,22801,6.6
4304,The Case for Christ,PG,14678714,7331,6.2
4305,Mississippi Turntup,R,,10,3
4306,Mother Krampus,R,,778,4.5
4307,Make Me Dance,PG,,,
4308,Professor Marston & the Wonder Women,R,1584759,21461,7.1
4309,Visage,R,,16,7
4310,Batman vs. Two-Face,PG,,2962,6.1
4311,The Humanity Bureau,R,,7420,4.8
4312,This is Our Land,PG,11567,886,6.3
4313,Pure Country Pure Heart,PG,,216,6.2
4314, Laura,PG-13,,,
4315,Best F(r)iends: Volume 1,R,,2325,5.4
4316,Nature of the Beast,R,,24,7.9
4317,Once Upon a Time at Christmas,R,,366,3.3
4318,Whose Streets?,R,182799,1017,5
4319,Mountain,PG,243077,3380,7.2
4320,Bullet Head,R,,7767,5.4
4321,Cop and a Half: New Recruit,PG,,634,5.3
4322,Mr. Roosevelt,R,,2380,6.2
4323,The Guardians,R,177331,1623,6.7
4324,Anything,R,19037,607,5.9
4325,Dispatches from Cleveland,PG-13,,9,5.6
4326,The Rider,R,2419031,12384,7.4
4327,Boo 2! A Madea Halloween,PG-13,47319572,3868,3.8
4328,Divine Will,PG,,27,5.8
4329,Nick Stellino: Storyteller in the Kitchen,G,,11,8
4330,The Farthest,PG,14733,3588,8.1
4331,The Man Who Invented Christmas,PG,5676486,11399,7
4332,Privacy,PG,,145,4.5
4333,The Horse Dancer,G,,213,4.3
4334,Earth: One Amazing Day,G,81345,2392,7.8
4335,August Creek,PG,,255,5.3
4336,Django,PG-13,52692,1302,6.3
4337,Fahim Anwar: There's No Business Like Show Business,R,,28,6.9
4338,Consequences,PG-13,,,
4339,Def Leppard: And There Will Be a Next Time - Live in Detroit,G,,12,8.9
4340,"Love, Kennedy",PG,407871,381,6.4
4341,Generation Iron 2,PG-13,,2144,6.1
4342,Leaning Into The Wind,PG,400530,345,6.7
4343,Generation Zapped,PG,,51,7.2
4344,A Ghost Story,R,1596371,55068,6.9
4345,Blood Country,PG-13,,139,5.5
4346,Lou,G,,5713,7.9
4347,Mubarakan,PG-13,757057,3263,5.6
4348,António Um Dois Três,PG,,104,6.6
4349,North Housing Authority,R,,,
4350,Withdrawn,PG,,197,6.2
4351,Patti Cake$,R,800148,9223,6.8
4352,Acts of Vengeance,R,,9246,5.7
4353,Water & Power: A California Heist,PG,,256,7.1
4354,Wheeler,PG,,384,5.9
4355,My Son,PG-13,13782,986,5.8
4356,The Post,PG-13,81903458,125965,7.2
4357,Awakening the Zodiac,R,,1776,4.8
4358,Outlaws,R,,675,5.4
4359,Beach Rats,R,472368,11252,6.4
4360,Loveless,R,566356,27456,7.6
4361,The Gliksmans,R,,37,5.8
4362,Silver Lining,PG,,,
4363,Tall Tales from the Magical Garden of Antoon Krings,PG,,191,4.5
4364,Teen Titans: The Judas Contract,PG-13,,11292,7
4365,Life Between the Waters,PG-13,,16,7.4
4366,An Inconvenient Sequel: Truth to Power,PG,3496795,7392,6.4
4367,Nude,R,,342,5.8
4368,L'école buissonnière,G,6300,1000,6.8
4369,City of Ghosts,R,128015,3282,7.4
4370,Menashe,PG,1703036,1830,6.5
4371,"The Night Is Short, Walk on Girl",PG-13,406490,3183,7.5
4372,Mary and the Witch's Flower,PG,2418404,10958,6.8
4373,Die Migrantigen,PG,,352,6.6
4374,Gekijouban Toriniti sebun: Yuukyuu toshokan to rekinjutsu shoujo,PG-13,,178,6.5
4375,Disney's Newsies: The Broadway Musical!,PG,,1740,8.5
4376,Sniper: Ultimate Kill,R,,2805,5.6
4377,Poster Boys,PG-13,97049,1321,5.5
4378, Laura,PG-13,,,
4379, Laura,PG-13,,,
4380, Laura,PG-13,,,
4381,"Hands Up, Don't Shoot",PG-13,,6,7.7
4382,Pup Star: Better 2Gether,PG,,183,4.7
4383,A Bad Moms Christmas,R,72110659,39285,5.6
4384,L.M. Montgomery's Anne of Green Gables: The Good Stars,G,,235,6.7
4385,Swamp Ape,PG-13,,202,3
4386,Me Familia,PG-13,,57,5.4
4387, Every [Blank] Ever,PG-13,,,
4388,Meditation Park,PG,,427,7.2
4389,Treasure Hounds,PG,,143,3.8
4390,Dead Shack,R,,1925,5.5
4391,Finding Fatimah,PG-13,,531,6.7
4392,Hanazuki: Full of Treasures,TV-Y7,,78,8.1
4393,Garden Party,R,,1574,7.3
4394,Tara the Crusader,PG,,,
4395,Anna,R,,373,2.3
4396,Galapagos Evolution,PG,,,
4397,Anna and the Apocalypse,R,545597,8695,6
4398, Operation Shadow,PG-13,,,
4399, Every [Blank] Ever,PG-13,,,
4400,Puppy!: A Hotel Transylvania Short,G,,756,6.1
4401,Lu Over the Wall,PG,109857,1545,6.8
4402,Foolish Love,PG,,18,5.8
4403,Reasons to Believe,PG-13,,24,6.9
4404, Hidden Heroes,PG,,,
4405,Brent Weinbach: Appealing to the Mainstream,R,,40,6
4406,Bloodhound,PG,,,
4407,Sacred,PG-13,,8,6.8
4408, Every [Blank] Ever,PG-13,,,
